EXPOCODE,cruise,date,year,month,StationID,BottleID,LATITUDE,LONGITUDE,depth,Temperature,Salinity,NO3_plus_NO2,SRP,DOP,DOP_flag,region,method,reference
-9999,AMT17,11/21/05,2005,11,53,-9999,-28.85446,-4.68811,56.1,-9999,-9999,-9999,-9999,0.18,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/21/05,2005,11,53,-9999,-28.85446,-4.68811,109.6,-9999,-9999,-9999,-9999,0.1,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/21/05,2005,11,53,-9999,-28.85446,-4.68811,121.4,-9999,-9999,-9999,-9999,0.14,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/21/05,2005,11,53,-9999,-28.85446,-4.68811,128,-9999,-9999,-9999,-9999,0.09,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/21/05,2005,11,53,-9999,-28.85446,-4.68811,133.6,-9999,-9999,-9999,-9999,0.1,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/21/05,2005,11,53,-9999,-28.85446,-4.68811,149.5,-9999,-9999,-9999,-9999,0.1,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/21/05,2005,11,53,-9999,-28.85446,-4.68811,190.8,-9999,-9999,-9999,-9999,0.09,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/21/05,2005,11,53,-9999,-28.85446,-4.68811,299.4,-9999,-9999,-9999,-9999,0.07,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/22/05,2005,11,55,-9999,-30.67318,-0.2998,8.1,-9999,-9999,-9999,-9999,0.26,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/22/05,2005,11,55,-9999,-30.67318,-0.2998,15.4,-9999,-9999,-9999,-9999,0.27,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/22/05,2005,11,55,-9999,-30.67318,-0.2998,28.4,-9999,-9999,-9999,-9999,0.25,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/22/05,2005,11,55,-9999,-30.67318,-0.2998,46.8,-9999,-9999,-9999,-9999,0.21,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/22/05,2005,11,55,-9999,-30.67318,-0.2998,55.4,-9999,-9999,-9999,-9999,0.2,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/22/05,2005,11,55,-9999,-30.67318,-0.2998,64,-9999,-9999,-9999,-9999,0.19,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/22/05,2005,11,55,-9999,-30.67318,-0.2998,70.3,-9999,-9999,-9999,-9999,0.16,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/22/05,2005,11,55,-9999,-30.67318,-0.2998,74.9,-9999,-9999,-9999,-9999,0.13,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/22/05,2005,11,55,-9999,-30.67318,-0.2998,96.1,-9999,-9999,-9999,-9999,0.11,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/22/05,2005,11,55,-9999,-30.67318,-0.2998,199.7,-9999,-9999,-9999,-9999,0.09,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/22/05,2005,11,55,-9999,-30.67318,-0.2998,299.5,-9999,-9999,-9999,-9999,0.05,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/23/05,2005,11,57,-9999,-32.52798,4.23609,1.8,-9999,-9999,-9999,-9999,0.29,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/23/05,2005,11,57,-9999,-32.52798,4.23609,8.1,-9999,-9999,-9999,-9999,0.27,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/23/05,2005,11,57,-9999,-32.52798,4.23609,15,-9999,-9999,-9999,-9999,0.24,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/23/05,2005,11,57,-9999,-32.52798,4.23609,55.3,-9999,-9999,-9999,-9999,0.18,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/23/05,2005,11,57,-9999,-32.52798,4.23609,58.3,-9999,-9999,-9999,-9999,0.17,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/23/05,2005,11,57,-9999,-32.52798,4.23609,69.5,-9999,-9999,-9999,-9999,0.13,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/23/05,2005,11,57,-9999,-32.52798,4.23609,75,-9999,-9999,-9999,-9999,0.11,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/23/05,2005,11,57,-9999,-32.52798,4.23609,86.1,-9999,-9999,-9999,-9999,0.1,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/23/05,2005,11,57,-9999,-32.52798,4.23609,298.2,-9999,-9999,-9999,-9999,0.06,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,59,-9999,-33.64581,8.91522,6.4,-9999,-9999,-9999,-9999,0.24,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,59,-9999,-33.64581,8.91522,10,-9999,-9999,-9999,-9999,0.2,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,59,-9999,-33.64581,8.91522,17.7,-9999,-9999,-9999,-9999,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,59,-9999,-33.64581,8.91522,29.7,-9999,-9999,-9999,-9999,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,59,-9999,-33.64581,8.91522,35.3,-9999,-9999,-9999,-9999,0.14,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,59,-9999,-33.64581,8.91522,41.6,-9999,-9999,-9999,-9999,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,59,-9999,-33.64581,8.91522,49.3,-9999,-9999,-9999,-9999,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,59,-9999,-33.64581,8.91522,63.4,-9999,-9999,-9999,-9999,0.01,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,59,-9999,-33.64581,8.91522,100.1,-9999,-9999,-9999,-9999,0.09,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,59,-9999,-33.64581,8.91522,198.7,-9999,-9999,-9999,-9999,0.09,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,59,-9999,-33.64581,8.91522,303.8,-9999,-9999,-9999,-9999,0.07,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,61,-9999,-33.90676,10.30315,1.7,-9999,-9999,-9999,-9999,0.19,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,61,-9999,-33.90676,10.30315,4.9,-9999,-9999,-9999,-9999,0.18,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,61,-9999,-33.90676,10.30315,9.5,-9999,-9999,-9999,-9999,0.19,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,61,-9999,-33.90676,10.30315,14.9,-9999,-9999,-9999,-9999,0.13,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,61,-9999,-33.90676,10.30315,19.9,-9999,-9999,-9999,-9999,0.16,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,61,-9999,-33.90676,10.30315,24.7,-9999,-9999,-9999,-9999,0.09,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,61,-9999,-33.90676,10.30315,26.6,-9999,-9999,-9999,-9999,0.16,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,61,-9999,-33.90676,10.30315,30.7,-9999,-9999,-9999,-9999,0.14,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,61,-9999,-33.90676,10.30315,39.9,-9999,-9999,-9999,-9999,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,61,-9999,-33.90676,10.30315,60.4,-9999,-9999,-9999,-9999,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,61,-9999,-33.90676,10.30315,99.4,-9999,-9999,-9999,-9999,0.1,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,AMT17,11/24/05,2005,11,61,-9999,-33.90676,10.30315,199,-9999,-9999,-9999,-9999,0.09,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/8/04,2004,4,17,24,26.5075,-76.6375,11,-9999,-9999,0,0,0.07,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/8/04,2004,4,17,23,26.5075,-76.6375,11,-9999,-9999,0,0,0.22,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/8/04,2004,4,17,22,26.5075,-76.6375,15,-9999,-9999,0.23,0.01,0.03,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/8/04,2004,4,17,21,26.5075,-76.6375,55,-9999,-9999,0.1,0,0.09,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/8/04,2004,4,17,19,26.5075,-76.6375,201,-9999,-9999,0.93,0.04,0.12,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/8/04,2004,4,17,17,26.5075,-76.6375,388,-9999,-9999,5.32,0.25,0.02,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/8/04,2004,4,17,15,26.5075,-76.6375,624,-9999,-9999,15.15,0.98,0.01,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/8/04,2004,4,17,11,26.5075,-76.6375,1316,-9999,-9999,18.46,1.26,0.09,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/8/04,2004,4,17,1,26.5075,-76.6375,4687,-9999,-9999,20.28,1.44,0.06,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/10/04,2004,4,23,24,26.5024,-75.9103,17,-9999,-9999,0,0,0.11,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/10/04,2004,4,23,23,26.5024,-75.9103,57,-9999,-9999,0,0,0.11,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/10/04,2004,4,23,22,26.5024,-75.9103,108,-9999,-9999,0,0,0.1,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/10/04,2004,4,23,21,26.5024,-75.9103,208,-9999,-9999,0.99,0.01,0.11,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/10/04,2004,4,23,20,26.5024,-75.9103,309,-9999,-9999,2.8,0.09,0.14,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/10/04,2004,4,23,18,26.5024,-75.9103,510,-9999,-9999,7.9,0.4,0.1,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/10/04,2004,4,23,11,26.5024,-75.9103,2029,-9999,-9999,19.5,1.17,0.01,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/10/04,2004,4,23,9,26.5024,-75.9103,2639,-9999,-9999,19.2,1.24,0.02,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/10/04,2004,4,23,1,26.5024,-75.9103,4819,-9999,-9999,23.1,1.42,0.02,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/10/04,2004,4,24,23,26.4917,-75.7036,17,-9999,-9999,0,0,0.07,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/10/04,2004,4,24,24,26.4917,-75.7036,17,-9999,-9999,0,0,0.07,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/11/04,2004,4,27,24,26.5155,-75.0746,18,-9999,-9999,0,0,0.05,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/11/04,2004,4,27,23,26.5155,-75.0746,58,-9999,-9999,0,0,0.03,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/11/04,2004,4,27,22,26.5155,-75.0746,108,-9999,-9999,0.4,0.07,0.01,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/11/04,2004,4,27,21,26.5155,-75.0746,208,-9999,-9999,1.7,0.04,0.04,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/11/04,2004,4,27,20,26.5155,-75.0746,309,-9999,-9999,2.9,0.12,0.09,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/11/04,2004,4,27,19,26.5155,-75.0746,409,-9999,-9999,5.3,0.24,0.12,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/11/04,2004,4,27,14,26.5155,-75.0746,1116,-9999,-9999,21.8,1.41,0.02,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/11/04,2004,4,27,7,26.5155,-75.0746,3246,-9999,-9999,18.6,1.22,0.04,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/11/04,2004,4,27,4,26.5155,-75.0746,4167,-9999,-9999,20.2,1.28,0.12,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/12/04,2004,4,32,24,26.5012,-73.9299,17,-9999,-9999,0.1,0.04,0.07,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
-9999,D279,4/12/04,2004,4,32,23,26.5012,-73.9299,57,-9999,-9999,0.1,0.04,0.1,2,North Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
